TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
"RT @Apple: Introducing Apple Watch Series 4. Fundamentally redesigned and re-engineered to help you stay even more active, healthy and conn…",Apple,20/10/2018,219.31,0.0085723405225479,33078726.0,42.1,29.662,-1,0.0,"$RESERVED$ $MENTION$: Introducing Apple Watch Series $NUMBER$.Fundamentallyredesigned and re-engineered to help you stay even more active, healthy and conn"
Best Top Facility Management Serviceshttps://t.co/gOA9wur4hi@Google @Yahoo @help_adya https://t.co/qsGr7sqDnl,Google,30/11/2017,1036.17,0.0345889188067594,2254590.0,20.289,19.209,1,0.75,Best Top Facility Management Services$URL$ $MENTION$ $MENTION$ $URL$
RT @MarkChesnutt: 1000s of homeless veterans are starving right now on the streets - yet @Starbucks wants to hire refugees @POTUS #BoycottS…,Starbucks,01/02/2017,53.9,0.0411873840445268,18796871.0,25.781,18.576,1,0.2428571428571428,$RESERVED$ $MENTION$: $NUMBER$s of homeless veterans are starving right now on the streets - yet $MENTION$ wants to hire refugees $MENTION$ $HASHTAG$
Check out Liz Claiborne One Piece Swimsuit Size 10 Coral Pink Fully Lined Womens Swimwear  https://t.co/xJH1yvZ3E9 via @eBay,eBay,16/09/2018,34.1,0.0099706744868034,5376353.0,18.239,14.535,-1,-0.1,Check out Liz Claiborne One Piece Swimsuit Size $NUMBER$ Coral Pink Fully Lined Womens Swimwear $URL$ via $MENTION$
Only one in hand! #Funko POP ANIMATION TOM AND JERRY: TOM #409. TARGET EXCLUSIVE Bomb! In Hand!! https://t.co/7woZ0yhFpR @eBay,eBay,22/09/2018,34.04,0.0052878965922444,24874963.0,10.372,14.015,1,0.0,Only one in hand! $HASHTAG$ POP ANIMATION TOM AND JERRY: TOM $HASHTAG$. TARGET EXCLUSIVE Bomb! In Hand!! $URL$ $MENTION$
"@vinugenie @amazon @CiscoPress @BradEdgeworth This is a great book, i will keep this book for as long as i can, learnt so much from it !!",Amazon,20/09/2018,1944.3,-0.0186545286221262,3154934.0,26.802,22.076,1,0.3333333333333333,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ This is a great book, i will keep this book for as long as i can, learnt so much from it !!"
RT @Reuters: Brazil cities paralyzed by nationwide strike against austerity https://t.co/RKyil7QF8n,Reuters,28/04/2017,50.0386,-0.0550315156699028,2448752.0,23.42,15.044,-1,0.0,$RESERVED$ $MENTION$: Brazil cities paralyzed by nationwide strike against austerity $URL$
"RT @netflix: Unless pits of abysmal despair are your thing, then disregard enclosed advice. #ASOUE https://t.co/lhUXzqkswA",Netflix,31/01/2017,140.71,0.0123658588586453,4411631.0,27.398000000000003,24.135,1,0.0,"$RESERVED$ $MENTION$: Unless pits of abysmal despair are your thing, then disregard enclosed advice. $HASHTAG$ $URL$"
@Bernie2O2O @OperationOppo @EmmaGRamirez @HRC @amazon @JeffBezos They aren't a Dem org. The support Republicans too… https://t.co/zgv7hmP8r7,Amazon,18/09/2018,1941.05,0.0150124932381958,4268706.0,27.565,22.124,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ They aren't a Dem org. The support Republicans too $URL$
@LauraLoomer @JamieGlazov @facebook Seriously... who uses Facebook?Animated pigs were novel for the first three or… https://t.co/d6bSvIUNRs,Facebook,13/09/2018,161.36,0.0174764501735249,25453775.0,24.843000000000004,24.827,-1,-0.0416666666666666,$MENTION$ $MENTION$ $MENTION$ Seriously... who uses Facebook?Animated pigs were novel for the first three or $URL$
RT @agmatczynski: @cyril_louis @salesforce @Dreamforce @trailhead @SalesforceAdmns @SalesforceAmy @jmmougeolle @danieljpeter @NotIsBlank @s…,salesforce.com,28/09/2018,159.03,-0.0010060994780858,4607671.0,20.962,21.05,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
RT @Reuters: North Korea's Kim says wants to denuclearize in Trump's first term: Seoul https://t.co/J9yTKnV7c4,Reuters,06/09/2018,49.5209,-0.0095636387868556,2366771.0,18.779,16.945999999999998,-1,0.225,$RESERVED$ $MENTION$: North Korea's Kim says wants to denuclearize in Trump's first term: Seoul $URL$
RT @bridgetsulli: @johnrich @Trumpster4Trump @Nike Please consider donating your Nike apparel to the homeless.I will not be purchasing any…,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ Please consider donating your Nike apparel to the homeless.I will not be purchasing any
"Check out Hugfun Plush Jumbo Elephant 36"" Blue And Pink Stuffed Animal Toy Stretchy #Hugfun https://t.co/5oxGnxy1VR via @eBay",eBay,23/09/2018,34.04,0.0058754406580494,24874963.0,10.372,14.015,-1,-0.05,"Check out Hugfun Plush Jumbo Elephant $NUMBER$"" Blue And Pink Stuffed Animal Toy Stretchy $HASHTAG$ $URL$ via $MENTION$"
"RT @PIPCpatients: If you have a chronic disease, @CVSHealth could make it harder to get the medication that works best for you. Over 90 adv…",CVS Health,21/09/2018,79.59,-0.0123131046613896,12104699.0,12.664,17.738,-1,0.45,"$RESERVED$ $MENTION$: If you have a chronic disease, $MENTION$ could make it harder to get the medication that works best for you. Over $NUMBER$ adv"
"@bookingcom Hello, why does this show as the price on the date I want (£63), but when I click on the hotel the chea… https://t.co/yD4vwiua68",bookingcom,01/10/2018,1989.21,-0.0026191302074693,319220.0,6.62,15.554,-1,0.0,"$MENTION$ Hello, why does this show as the price on the date I want (63), but when I click on the hotel the chea $URL$"
RT @RonGlass11: Check out Huge 60 + different RYAN ZIMMERMAN cards lot 2 RC 2006 - 2016 all Nationals  https://t.co/TA5JIGfHrP via @eBay,eBay,29/04/2017,33.41,-0.0119724633343309,10127598.0,28.496,18.344,1,0.2,$RESERVED$ $MENTION$: Check out Huge $NUMBER$ + different RYAN ZIMMERMAN cards lot $NUMBER$ RC $NUMBER$ - $NUMBER$ all Nationals $URL$ via $MENTION$
"RT @intel: If Intel 360° Replay Technology can make THIS look epic, imagine what’ll look like in the big game. Watch below.…",Intel,31/01/2017,36.82,0.0315046170559477,27059084.0,20.872,14.55,1,-0.1,"$RESERVED$ $MENTION$: If Intel $NUMBER$ Replay Technology can make THIS look epic, imagine whatll look like in the big game. Watch below."
@reeses @amazon All of the above!! Need Reese's throughout the entire game! #NotSorry #sweepstakes,Amazon,20/09/2018,1944.3,-0.0186545286221262,3154934.0,26.802,22.076,-1,0.0,$MENTION$ $MENTION$ All of the above!! Need Reese's throughout the entire game! $HASHTAG$ $HASHTAG$
"RT @theglobaluniter: Dear @Nike:This is what real sacrifice looks like 🇺🇸🇺🇸🇺🇸Thank you @Gillette for sharing a truly inspirational ad,…",Gillette,24/09/2018,6753.5,0.0206189383282742,3207.0,17.772000000000006,17.555999999999994,1,0.35,"$RESERVED$ $MENTION$: Dear $MENTION$:This is what real sacrifice looks like Thank you $MENTION$ for sharing a truly inspirational ad,"
"@al_waisman @Nike TRULY PATHETIC.  I, too, will NEVER again buy another @Nike product.  They will celebrate a guy w… https://t.co/xv18tfRbij",Nike,03/09/2018,82.2,0.0,5177091.0,13.223,17.918,-1,-1.0,"$MENTION$ $MENTION$ TRULY PATHETIC. I, too, will NEVER again buy another $MENTION$ product. They will celebrate a guy w $URL$"
RT @ShazAllSaints: Definitely won’t be flying with @Ryanair ever again. Nope 👎🏾 https://t.co/8MaKkFtqEj,Ryanair,24/10/2018,12.3,-0.0691056910569106,2495306.0,37.77,51.26600000000001,-1,0.0,$RESERVED$ $MENTION$: Definitely wont be flying with $MENTION$ ever again. Nope $EMOJI$$EMOJI$ $URL$
"RT @klberney: @Variety @ATT So, @SusanSarandon got the revolution she wanted at the expense of Roe, LGBTQ Rights, a rollback of environment…",AT&T,13/09/2018,33.68,-0.0383016627078384,34605791.0,12.414,14.792,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ So, $MENTION$ got the revolution she wanted at the expense of Roe, LGBTQ Rights, a rollback of environment"
@PlayStation @Sony #BEGREATER DOES IT MEAN #MAGA? Did I Win?? YES,Sony,06/09/2018,6288.0,-0.0019083969465648,4743800.0,16.937,22.709,-1,-0.3125,$MENTION$ $MENTION$ $HASHTAG$ DOES IT MEAN $HASHTAG$? Did I Win?? YES
RT @IBM: What happens when you apply technology in new ways? Plastic Bank is using IBM Blockchain to turn trash into digital credits to hel…,IBM,27/09/2018,151.5,-0.0097029702970296,3477643.0,14.399,11.201,-1,0.1363636363636363,$RESERVED$ $MENTION$: What happens when you apply technology in new ways? Plastic Bank is using IBM Blockchain to turn trash into digital credits to hel
Check out Vintage Jim Jackson #Dallas #Mavericks #Basketball Jersey New with tag #Champion https://t.co/B4Mdf78JG0 via @eBay,eBay,06/09/2018,33.66,0.0282234105763518,9240091.0,14.634,15.271,1,0.1363636363636363,Check out Vintage Jim Jackson $HASHTAG$ $HASHTAG$ $HASHTAG$ Jersey New with tag $HASHTAG$ $URL$ via $MENTION$
RT @Walmart: @SoftLittleBun We don't sleep on BTS! 😄🎶,Walmart,23/09/2018,95.9,-0.0015641293013556,9530133.0,8.758,29.727,1,0.0,$RESERVED$ $MENTION$: $MENTION$ We don't sleep on BTS! $EMOJI$$EMOJI$
"RT @KADGLOBAL: @ATT signs deals to develop #smartcity capabilities in #Ireland and beyond. #MWC17, @ATTBusiness, #IoT…",AT&T,28/02/2017,41.79,0.0136396267049533,19338619.0,11.868,14.041,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ signs deals to develop $HASHTAG$ capabilities in $HASHTAG$ and beyond. $HASHTAG$, $MENTION$, $HASHTAG$"
RT @DevanF91: A thread: reason why I chose to cut @Nike swoosh logo of my socks. https://t.co/3JFmRMgjVH,Nike,07/09/2018,80.3,-0.0087173100871731,6633912.0,21.364,18.219,-1,0.0,$RESERVED$ $MENTION$: A thread: reason why I chose to cut $MENTION$ swoosh logo of my socks. $URL$
Check out Hot Wheels - '49 Ford C.O.E. - 2011 - Nostalgic Brands - Masters of the Universe  https://t.co/o40ABG1FAH via @eBay,Ford,29/09/2018,9.25,0.0021621621621621,30987233.0,23.492,22.989,1,0.25,Check out Hot Wheels - '49 Ford C.O.E. - $NUMBER$ - Nostalgic Brands - Masters of the Universe $URL$ via $MENTION$
RT @FifthHarmony: Who's hanging with us in Miami at the #iHeartSummer17 Weekend by @iHeartRadio @ATT? 🌴 Visit https://t.co/jxU4PCKV2z…,AT&T,31/05/2017,38.53,-0.0106410589151311,24040423.0,9.834,14.12,-1,0.0,$RESERVED$ $MENTION$: Who's hanging with us in Miami at the $HASHTAG$ Weekend by $MENTION$ $MENTION$? $EMOJI$Visit $URL$
@ivegotERINs2run @Starbucks @dunkindonuts I’ve been telling you time and time again Starbucks cannot compete with Dunkin 🤷🏻‍♂️,Starbucks,13/08/2018,51.81,-0.0057903879559931,7911311.0,12.19,14.953,1,0.0,$MENTION$ $MENTION$ $MENTION$ Ive been telling you time and time again Starbucks cannot compete with Dunkin $EMOJI$$EMOJI$
RT @verizon: Post your check move w/ #CheckYourUnlimited &amp; #sweepstakes for a chance to win unlimited data on a better network. https://t.c…,Verizon,28/02/2017,49.63,0.0195446302639532,17699168.0,14.762,18.729,1,0.65,$RESERVED$ $MENTION$: Post your check move w/ $HASHTAG$ &amp; $HASHTAG$ for a chance to win unlimited data on a better network. $URL$
"@Education4Libs @realTylerZed @Nike @Kaepernick7 Well said, young man.  Great job.",Nike,08/09/2018,80.3,-0.0047322540473224,6633912.0,21.364,18.219,1,0.1,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ Well said, young man. Great job."
The Dukan Diet: A 21-Day Dukan Diet Plan (Over 100 Recipes Included) https://t.co/NQeKrSsJMd via @amazon,Amazon,02/09/2018,2012.71,-0.0051323837015764,4204378.0,16.883,20.676,1,0.0,The Dukan Diet: A $NUMBER$-Day Dukan Diet Plan (Over $NUMBER$ Recipes Included) $URL$ via $MENTION$
"RT @Microsoft: This week, our global customers showed how they're driving real business transformation at #DigitalDifference in NY…",Microsoft,28/04/2017,68.46,-0.0078878177037685,39548818.0,11.624,9.721,1,0.1,"$RESERVED$ $MENTION$: This week, our global customers showed how they're driving real business transformation at $HASHTAG$ in NY"
Check out ROLEX DATEJUST BOOKLET IN ENGLISH year 2000 / 552.02  free shipping  #Rolex https://t.co/YwyJwiYgb4 via @eBay,eBay,24/10/2018,27.29,0.0534994503481129,16309320.0,51.743,35.956,1,0.2,Check out ROLEX DATEJUST BOOKLET IN ENGLISH year $NUMBER$ / $NUMBER$ free shipping $HASHTAG$ $URL$ via $MENTION$
"Via @Reuters: Oil eases, but Iran sanctions keep prices well above $80 a barrel https://t.co/ioIc75RliV https://t.co/4dL4kUDq39",Reuters,26/09/2018,50.0606,-0.0017598670411462,4494517.0,6.103,12.861,-1,0.0,"Via $MENTION$: Oil eases, but Iran sanctions keep prices well above $80 a barrel $URL$ $URL$"
"RT @Apple: @BlxckHippii The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,12/09/2018,221.07,0.0010403944451984,49278740.0,22.583,17.953,-1,0.0,"$RESERVED$ $MENTION$: $MENTION$ The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
Check out Tommy Bahama Mens Hawaiian Shirt Size XL 100% Silk Orange Surfing Hula Girl Camp  https://t.co/vRvTCikwuZ via @eBay,eBay,15/09/2018,34.1,0.0046920821114368,5376353.0,18.239,14.535,1,0.0,Check out Tommy Bahama Mens Hawaiian Shirt Size XL $NUMBER$% Silk Orange Surfing Hula Girl Camp $URL$ via $MENTION$
Apple and Accenture partner to create iOS business solutions - Apple https://t.co/8EwgOLv25z &gt;&gt; Another step for  @Apple towards Enterprise,Apple,31/08/2017,164.0,-0.0154268292682926,26785096.0,10.229,23.181,-1,0.0,Apple and Accenture partner to create iOS business solutions - Apple $URL$ &gt;&gt; Another step for $MENTION$ towards Enterprise
"@Atheist2004 @Nike @Kaepernick7 They love racial inequality, racial injustice, and they despise the First Amendment.",Nike,25/09/2018,84.79,0.0089633211463614,10519535.0,18.387,19.656,-1,0.375,"$MENTION$ $MENTION$ $MENTION$ They love racial inequality, racial injustice, and they despise the First Amendment."
@parscale @DiamondandSilk @Google This kind of arrogance is astounding. I guess dropping the “Don’t be evil” from t… https://t.co/egszywpYNX,Google,13/09/2018,1182.14,-0.0059891383423284,2003418.0,18.038,16.833,-1,0.6,$MENTION$ $MENTION$ $MENTION$ This kind of arrogance is astounding. I guess dropping the Dont be evil from t $URL$
@renomarky @Starbucks We made them we can take them down #BoycottStarbucks,Starbucks,31/01/2017,55.22,0.0162984425932632,14307985.0,23.916,17.298,-1,-0.1555555555555556,$MENTION$ $MENTION$ We made them we can take them down $HASHTAG$
"RT @DaddySnagz: @johnrich @Nike My Oath was to defend the Constitution of the United States, against all enemies, foriegn and domestic. The…",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ My Oath was to defend the Constitution of the United States, against all enemies, foriegn and domestic. The"
@TrakinTech @Apple Nice,Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,1,0.6,$MENTION$ $MENTION$ Nice
"Question @TMobile @verizon @MyStraightTalk @cricket - I have @ATT now, several phones on unlimited plans - which of… https://t.co/F8yG7uxCja",AT&T,02/09/2018,31.94,0.0006261740763932,31258912.0,15.87,22.992,-1,0.0,"Question $MENTION$ $MENTION$ $MENTION$ $MENTION$ - I have $MENTION$ now, several phones on unlimited plans - which of $URL$"
@Ken_Aldis @nikitakhara @shadesofpale23 @dwagon @StarbucksHiring vets is gonna make their stocks drop?,Starbucks,31/01/2017,55.22,0.0162984425932632,14307985.0,23.916,17.298,-1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ vets is gonna make their stocks drop?
"RT @theJeremyVine: If this is @Ryanair, they need to explain how this man's disgusting racial abuse of the black lady in the seat next to h…",Ryanair,20/10/2018,11.45,0.0082969432314411,1782490.0,32.293,48.479,-1,-0.3888888888888889,"$RESERVED$ $MENTION$: If this is $MENTION$, they need to explain how this man's disgusting racial abuse of the black lady in the seat next to h"
@johnadeleon @pepsi Is there noise that he's signing a deal with Pepsi?,Pepsi,25/07/2018,115.21,0.0069438416804097,5450520.0,13.664,20.448,-1,0.0,$MENTION$ $MENTION$ Is there noise that he's signing a deal with Pepsi?
Check out 1st QLTY FUNCTIONAL LIFESIZE HUMAN SHOULDER JOINT ANATOMICAL MODEL w/LIGAMENTS #APPLAM https://t.co/5UZBS71bSN via @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,-1,0.0,Check out $NUMBER$st QLTY FUNCTIONAL LIFESIZE HUMAN SHOULDER JOINT ANATOMICAL MODEL w/LIGAMENTS $HASHTAG$ $URL$ via $MENTION$
"RT @Reuters: U.S. sanctions China for buying Russian fighter jets, missiles https://t.co/qaj4ys6I1k https://t.co/SZTc1Eq4fT",Reuters,21/09/2018,49.9725,0.0055090299664815,3027903.0,10.397,13.679,1,0.0,"$RESERVED$ $MENTION$: U.S. sanctions China for buying Russian fighter jets, missiles $URL$ $URL$"
RT @jazz821: Check out Nike Elite Ohio State Buckeyes Basketball Jersey Sewn LBJ Medium https://t.co/BzyTnvuhrE @eBay,eBay,22/10/2018,28.49,0.0091260091260091,17677158.0,54.408,35.477,-1,0.0,$RESERVED$ $MENTION$: Check out Nike Elite Ohio State Buckeyes Basketball Jersey Sewn LBJ Medium $URL$ $MENTION$
"RT @PayPal: Brains, brains, brains... when zombies are after you and you gotta pay fast, trust PayPal, accepted by over 90,000 gaming sites…",PayPal,22/10/2018,85.43,-0.0076085684185883,11254755.0,72.869,43.957,-1,0.2,"$RESERVED$ $MENTION$: Brains, brains, brains... when zombies are after you and you gotta pay fast, trust PayPal, accepted by over $NUMBER$ gaming sites"
Hey @netflix whose decision was it to take Goodfellas off? I just wanna talk,Netflix,24/10/2018,301.83,0.1021767219958255,19039297.0,83.53399999999998,58.904,-1,0.0,Hey $MENTION$ whose decision was it to take Goodfellas off? I just wanna talk
"RT @MfgStories: In Alabama, 3D Printing Is Helping One Professor Teach The Engineers Of Tomorrow via @generalelectric #3DPrinting #3Dprinte…",General Electric,20/09/2018,11.9772,0.0192615970343653,88325588.0,26.213,23.139,-1,0.0,"$RESERVED$ $MENTION$: In Alabama, $NUMBER$D Printing Is Helping One Professor Teach The Engineers Of Tomorrow via $MENTION$ $HASHTAG$ $HASHTAG$"
Artichoke #2 Art Print on Upcycled Antique Book Page https://t.co/HiD6nRJyxo via @amazon,Amazon,29/09/2017,961.35,-0.0236646382691007,2543759.0,14.876,16.144000000000002,1,0.0,Artichoke $HASHTAG$ Art Print on Upcycled Antique Book Page $URL$ via $MENTION$
@samstennis189 @Nike hope Nike will do something special for Simo... if Adidas not did...,Nike,01/08/2018,77.54,-0.0083827701831313,6878480.0,21.803,36.798,1,0.3571428571428571,$MENTION$ $MENTION$ hope Nike will do something special for Simo... if Adidas not did...
Popped into @Tesco for an avocado. Every little doesn’t help that much when your selling garbage!! Best before 02/1… https://t.co/VSM7m7V5UY,Tesco,29/12/2017,209.25,-0.01194743130227,8555912.0,8.79,16.461,-1,0.0,Popped into $MENTION$ for an avocado. Every little doesnt help that much when your selling garbage!! Best before $NUMBER$/1 $URL$
RT @cvntineos: @netflix announce ps i still love you already you cowards,Netflix,03/09/2018,367.68,0.0,7943443.0,34.963,35.842,-1,0.5,$RESERVED$ $MENTION$: $MENTION$ announce ps i still love you already you cowards
RT @roborace: Everyone wants to talk about Roborace. We talk to @Reuters at @fosgoodwood. #FOS https://t.co/fPxIvBsFbN,Reuters,30/06/2017,50.9858,0.0034558641817918,1232971.0,12.251,15.666,1,0.2,$RESERVED$ $MENTION$: Everyone wants to talk about Roborace. We talk to $MENTION$ at $MENTION$. $HASHTAG$ $URL$
RT @Nike: Just a small-town kid with big-city dreams. #justdoit @KingJames https://t.co/okTQBM8hLI,Nike,21/10/2018,74.21,0.0187306292952432,7301200.0,46.148,29.772,1,0.0,$RESERVED$ $MENTION$: Just a small-town kid with big-city dreams. $HASHTAG$ $MENTION$ $URL$
RT @SenWarren: 2017: @WellsFargo CEO Tim Sloan tells me I'm “using math inappropriately” when I say he'll need to fire 20k employees to mee…,Wells Fargo,20/09/2018,55.55,-0.0223222322232222,20308059.0,19.083,14.043,1,0.0,$RESERVED$ $MENTION$: $NUMBER$: $MENTION$ CEO Tim Sloan tells me I'm using math inappropriately when I say he'll need to fire $NUMBER$k employees to mee
RT @PaulChaloner: Authentic esports advertising. Well done @McDonalds https://t.co/YiRatmDSe0,McDonald's,30/10/2018,178.49,-0.02885315703961,5582931.0,37.972,26.796,1,0.5,$RESERVED$ $MENTION$: Authentic esports advertising. Well done $MENTION$ $URL$
"RT @Google: ""If you have the feeling that something is wrong, don't be afraid to speak up."" - Fred Korematsu #GoogleDoodle…",Google,31/01/2017,820.19,0.0302856655165265,2020180.0,21.549,14.953,-1,-0.55,"$RESERVED$ $MENTION$: ""If you have the feeling that something is wrong, don't be afraid to speak up."" - Fred Korematsu $HASHTAG$"
RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,1,-0.6,$RESERVED$ $MENTION$: Dont ask if your dreams are crazy. Ask if theyre crazy enough. $HASHTAG$ $URL$
@Tyson_J_White @johnrich @Nike They look like socks I had in the 5th grade.,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,$MENTION$ $MENTION$ $MENTION$ They look like socks I had in the $NUMBER$th grade.
RT @stevecayainjury: Exploding Toilets? Check your toilet tanks for a @flushmate flushing system. 1.5 million sold at @HomeDepot and @Lowes…,Home Depot,24/10/2018,176.97,0.0162739447363959,6791655.0,29.274,20.834,-1,0.0,$RESERVED$ $MENTION$: Exploding Toilets? Check your toilet tanks for a $MENTION$ flushing system. $NUMBER$ million sold at $MENTION$ and $MENTION$
Check out Civil War Style Confederate States Stag Bone Handle Knife  https://t.co/vtYxxpoQxz via @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,-1,0.0,Check out Civil War Style Confederate States Stag Bone Handle Knife $URL$ via $MENTION$
@brandon_arreaga @netflix Wait ! Is black mirror even good ? Like what’s it about .,Netflix,19/09/2018,366.96,-0.0065402223675604,11876841.0,42.851000000000006,41.694,1,0.0,$MENTION$ $MENTION$ Wait ! Is black mirror even good ? Like whats it about .
Why in the blue fuck doesn’t @netflix have the rest of the Bleach episodes,Netflix,24/09/2018,369.61,-0.0227807689185899,9322522.0,44.319,41.985,-1,-0.2,Why in the blue fuck doesnt $MENTION$ have the rest of the Bleach episodes
"RT @sveback: Not sure exactly what these look like cause I'm colorblind, yet love them! @Nike#inspiration #blessedup#shoegame…",Nike,28/04/2017,55.41,0.0007218913553511,6437731.0,9.81,27.07,-1,0.2083333333333333,"$RESERVED$ $MENTION$: Not sure exactly what these look like cause I'm colorblind, yet love them! $MENTION$$HASHTAG$ $HASHTAG$$HASHTAG$"
@ASOS you stocking yeezys?,ASOS,28/04/2017,5820.0,-0.0121993127147766,660164.0,28.034,29.384,-1,0.0,$MENTION$ you stocking yeezys?
RT @BASF: “Climate protection is a key task for me” said CEO Martin Brudermüller during a meeting of the “Alliance of CEO Climate Leaders”.…,BASF,23/09/2018,81.3,-0.0071340713407133,6862067.0,12.576,14.64,1,0.0,$RESERVED$ $MENTION$: Climate protection is a key task for me said CEO Martin Brudermller during a meeting of the Alliance of CEO Climate Leaders.
"RT @Starbucks: Introducing...wait...can't read the name. Whatever. Just call it ""Cinnamon Dolce caramel cup of joy."" ☕️❤️…",Starbucks,28/02/2017,56.87,0.0107262176894671,8750655.0,10.165,19.305,1,0.0,"$RESERVED$ $MENTION$: Introducing...wait...can't read the name. Whatever. Just call it ""Cinnamon Dolce caramel cup of joy."" $EMOJI$$EMOJI$"
"@Sony how's possible that when you update your system to the new version, something happens and the only way that y… https://t.co/Hbe49TZY4F",Sony,19/10/2018,6341.0,0.0023655574830468,6895400.0,31.647,31.111,-1,0.0454545454545454,"$MENTION$ how's possible that when you update your system to the new version, something happens and the only way that y $URL$"
RT @barbara81483929: @netflix @NetflixIT  we are dedicated #BATB followers !😊 Pls make us happy! 😊 #NetflixSaveBatb https://t.co/V7xkmLwCOF,Netflix,28/02/2017,142.13,0.0078801097586716,3862221.0,10.429,19.201,-1,1.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ we are dedicated $HASHTAG$ followers !$EMOJI$ Pls make us happy! $EMOJI$ $HASHTAG$ $URL$
RT @TheAgencyReview: Not just @Yahoo &amp; @marissamayer. @nichcarlson’s “Marissa Mayer &amp; the Fight to Save Yahoo” is about the #internet https…,Yahoo,30/06/2017,4.36,0.0,55.0,66.919,69.757,-1,0.0,$RESERVED$ $MENTION$: Not just $MENTION$ &amp; $MENTION$. $MENTION$ Marissa Mayer &amp; the Fight to Save Yahoo is about the $HASHTAG$ https
RT @Nike: Kids from Akron don’t just dream it. They do it. #justdoit https://t.co/Cmj2caP2Mq,Nike,19/10/2018,74.21,0.0440641422988816,7301200.0,46.148,29.772,1,0.0,$RESERVED$ $MENTION$: Kids from Akron dont just dream it. They do it. $HASHTAG$ $URL$
@BurghFan99 @AngstWonton @LouDobbs @replouiegohmert @nytimes @wapo @CNN @MSNBC @ABC @CBS @nbc No truer words were ever written.,CBS,11/09/2018,55.4,0.011913357400722,4247511.0,26.816,18.002,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ No truer words were ever written.
RT @Reuters: Kavanaugh accuser '100 percent' certain he assaulted her; he denies it https://t.co/TmHpFn00Pv,Reuters,27/09/2018,50.358,-0.0061241510782796,4572793.0,6.807,12.842,-1,0.2142857142857142,$RESERVED$ $MENTION$: Kavanaugh accuser '100 percent' certain he assaulted her; he denies it $URL$
"RT @truthsearch1957: #NMS @BankofAmerica '18Fund Mgrs = Buy Nike stock""National Mortgage Settlement""""entitled you to certain #protection…",Bank of America,15/09/2018,30.37,0.0019756338491932,33743874.0,12.276,13.661,-1,0.2142857142857142,"$RESERVED$ $MENTION$: $HASHTAG$ $MENTION$ '18Fund Mgrs = Buy Nike stock""National Mortgage Settlement""""entitled you to certain $HASHTAG$"
RT @Apple: Join us on 12 September at 10:30 pm IST to watch the #AppleEvent live on Twitter. Tap ❤️ below and we’ll send you updates on eve…,Apple,11/09/2018,223.85,-0.0113915568461022,35749049.0,22.817,23.56,1,0.1363636363636363,$RESERVED$ $MENTION$: Join us on $NUMBER$ September at $NUMBER$:30 pm IST to watch the $HASHTAG$ live on Twitter. Tap $EMOJI$ below and well send you updates on eve
RT @Reuters: Spanish PM calls for Catalan parliament to be formed on Jan. 17 https://t.co/UT1qyuR8Z4 https://t.co/vgvBfO8Qs1,Reuters,30/12/2017,48.0119,-0.0029825938985959,452187.0,9.482,8.113999999999999,1,0.0,$RESERVED$ $MENTION$: Spanish PM calls for Catalan parliament to be formed on Jan. $NUMBER$ $URL$ $URL$
RT @Reuters: Millions of Shi'ites express suffering in Ashura ritual in Iraq https://t.co/lw5xvz0mrV https://t.co/Zmjn20H5dS,Reuters,20/09/2018,50.1267,0.0,1955631.0,10.159,13.966,-1,0.0,$RESERVED$ $MENTION$: Millions of Shi'ites express suffering in Ashura ritual in Iraq $URL$ $URL$
